artificial_bed_id,code,element_ID,system_ID,element_general_type,sys_gs_category,period,climate,underlying_ft,overlying_ft
2122,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2123,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2124,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2125,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2126,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2127,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2128,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2129,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2130,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2131,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2132,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2133,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2134,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2135,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2136,S-F-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2137,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2138,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2139,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2140,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2141,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2142,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2143,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2144,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2145,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2146,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2147,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2148,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2149,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2150,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2151,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2152,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2153,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2154,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2155,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2156,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2157,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2158,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2159,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2160,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2161,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2162,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2163,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2164,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2165,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2166,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2167,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2168,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2169,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2170,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2171,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2172,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2173,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2174,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2175,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2176,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2177,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2178,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2179,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2180,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2181,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2182,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2183,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2184,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2185,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2186,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2187,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2188,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2189,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2190,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2191,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2192,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2193,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2194,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2195,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2196,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2197,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2198,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2199,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2200,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2201,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2202,S-F-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2203,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2204,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2205,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2206,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2207,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2208,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2209,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2210,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2211,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2212,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2213,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2214,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2215,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2216,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2217,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2218,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2219,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2220,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2221,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2222,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2223,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2224,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2225,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2226,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2227,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2228,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2229,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2230,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2231,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2232,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2233,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2234,S-F-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2235,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2236,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2237,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2238,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2239,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2240,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2241,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2242,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2243,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2244,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2245,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2246,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2247,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2248,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2249,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2250,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2251,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2252,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2253,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2254,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2255,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2256,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2257,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2258,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2259,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2260,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2261,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2262,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2263,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2264,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2265,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2266,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2267,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2268,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2269,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2270,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2271,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2272,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2273,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2274,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2275,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2276,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2277,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2278,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2279,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2280,S-F-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2281,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2282,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2283,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2284,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2285,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2286,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2287,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2288,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2289,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2290,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2291,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2292,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2293,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2294,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2295,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2296,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2297,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2298,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2299,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2300,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2301,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2302,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2303,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2304,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2305,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2306,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2307,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2308,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2309,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2310,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2311,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2312,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2313,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2314,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2315,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2316,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2317,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2318,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2319,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2320,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2321,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2322,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2323,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2324,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2325,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2326,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2327,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2328,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2329,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2330,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2331,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2332,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2333,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2334,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2335,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2336,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2337,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2338,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2339,S-F-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2340,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2341,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2342,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2343,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2344,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2345,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2346,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2347,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2348,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2349,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2350,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2351,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2352,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2353,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2354,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2355,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2356,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2357,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2358,S-N-l,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2359,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2360,S-F-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2361,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2362,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2363,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2364,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2365,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2366,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2367,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2368,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2369,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2370,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2371,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2372,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2373,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2374,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2375,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2376,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2377,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2378,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2379,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,S
2380,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2381,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,S
2382,S-N-x,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,S,M
2383,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2384,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2385,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2386,S-N-m,20001,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2387,S-N-l,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2388,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2389,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2390,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2391,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2392,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2393,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2394,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2395,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2396,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2397,S-N-l,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2398,S-N-l,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2399,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2400,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2401,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2402,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2403,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2404,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2405,S-N-l,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2406,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2407,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2408,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2409,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2410,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2411,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2412,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2413,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2414,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2415,S-N-l,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2416,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2417,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2418,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2419,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2420,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2421,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2422,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2423,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2424,S-N-l,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2425,S-F-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2426,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2427,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2428,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2429,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2430,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2431,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2432,S-F-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2433,S-F-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2434,S-N-l,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2435,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2436,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2437,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2438,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2439,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2440,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2441,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2442,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2443,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2444,S-N-x,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
2445,S-N-m,20079,100,levee,gravelly-sand system,Cretaceous,greenhouse,M,M
