facies_type,element_ID,element_general_type,system_ID,sys_name,period,era,climate,sys_gs_category,stacked_thickness
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.1
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.017
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.128
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.075
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.08
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.051
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.099
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.074
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.139
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.237
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.172
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.131
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.121
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.062
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.118
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.067
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.055
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.051
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.062
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.046
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.033
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.127
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.078
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.103
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.14
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.084
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.113
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.185
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.459
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.198
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.061
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.119
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.066
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.104
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.055
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.057
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.039
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.053
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.116
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.053
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.142
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.058
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.079
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.075
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.08
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.053
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.109
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.072
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.093
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.088
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.153
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.088
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.072
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.085
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.066
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.018
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.068
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.018
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.022
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.017
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.024
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.072
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.081
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.193
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.052
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.117
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.104
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.118
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.03
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.023
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.113
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.082
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.058
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.114
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.129
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.093
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.199
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.511
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.345
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.205
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.115
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.09
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.104
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.089
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.049
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.059
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.123
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.119
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.271
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.079
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.056
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.022
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.036
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.092
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.08
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.167
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.241
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.135
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.155
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.062
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.176
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.096
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.111
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.157
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.142
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.333
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.223
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.299
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.026
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.214
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.258
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.097
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.02
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.075
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.171
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.024
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.059
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.257
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.07
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.022
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.032
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.062
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.196
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.374
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.027
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.051
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.153
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.04
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.131
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.262
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.089
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.052
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.223
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.093
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.116
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.064
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.311
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.033
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.067
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.088
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.181
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.07
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.209
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.056
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.108
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.108
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.096
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.042
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.158
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.428
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.248
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.29
M,20079,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.252
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.11
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.186
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.209
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.191
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.082
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.07
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.284
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.03
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.055
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.077
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.141
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.21
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.133
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.1
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.162
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.09
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.229
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.075
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.112
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.052
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.545
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.066
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.041
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.095
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.049
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.212
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.178
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.278
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.096
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.129
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.093
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.094
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.141
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.197
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.082
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.224
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.068
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.06
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.082
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.031
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.115
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.024
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.037
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.053
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.045
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.096
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,1.033
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.083
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.149
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.098
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.059
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.338
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.111
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.152
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.085
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.05
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.04
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.047
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.062
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.244
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.124
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.219
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.86
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.331
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.275
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.272
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.087
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.084
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.486
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.033
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.034
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.054
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.293
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.144
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.041
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.036
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.09
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.074
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.091
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.074
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.073
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.064
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.224
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.044
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.128
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.143
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.115
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.049
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.055
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.061
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.066
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.083
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.088
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.071
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,10036,levee,100,San Fernando Turbidite System,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.054
